1.2332591,1.1883562
0.8305768,0.8032632
1.1421069,0.89633155
1.2208081,1.1905231
1.0313866,0.94325686
0.8479571,0.8286757
0.7891269,1.0922178
0.96290445,1.1908305
1.0223365,1.0663266
0.9697891,0.8569656
0.9969556,0.86272794
0.84539217,1.0176733
1.2129167,1.1332209
1.0915881,1.099521
1.0880848,1.2289261
0.86479825,1.1018912
1.2253355,0.80769205
0.8096829,1.2317343
1.1281434,1.2198349
1.1482365,1.18489
1.0117896,1.220321
1.2399983,0.9504516
1.0296619,0.90364766
1.1342667,0.8081132
0.79711086,1.1214486
1.0810103,1.2475182
1.0489331,1.0222422
1.0535885,0.8633353
1.1107992,1.2477614
1.0634496,0.8701207
1.0997984,1.230951
0.9146494,1.2369804
0.8947687,0.96698284
1.0543323,1.063632
0.9331867,1.0705385
0.82424384,1.2066679
0.7981365,0.89012563
1.2078967,0.81765896
0.8562349,0.9233403
1.0981816,0.8731891
0.89538217,0.76575625
1.181024,0.9609987
0.78981835,0.8305169
1.2421044,1.036118
1.1892054,1.0957257
1.0557195,1.0762051
1.0883175,1.1723745
1.0075281,1.04626
0.88441,1.0368193
1.2362354,0.82946897
1.1704519,0.8387075
0.8531885,0.793139
1.0441436,0.77777946
1.2134099,0.93651503
1.1350064,1.1411139
0.7667702,1.11073
0.86481833,1.2061526
1.2138038,1.1102192
1.1602807,0.84423834
1.0270944,1.0096372
0.9310453,0.8044162
0.8762106,0.96064883
1.1110877,0.81789523
1.1118459,0.76892143
0.93690526,0.8398361
1.2231193,0.9432284
0.90213066,0.9370246
1.0809166,1.0457809
0.9848884,1.03751
0.8197076,1.075736
0.79158723,0.98143494
0.8904429,0.7862884
1.1988289,1.0510474
1.1379439,0.7698315
0.9037264,0.9122855
1.2176163,0.8453859
1.0121632,1.170342
0.7683759,1.2478193
0.90438944,1.0272605
1.0013449,0.84934324
1.1178389,0.830887
1.2471839,1.1403524
0.8781608,1.1213901
1.0288436,0.9588804
1.1912053,1.1140894
0.89107805,0.9857755
1.0810577,0.90546954
1.0232314,0.8161596
1.1222097,1.0530325
1.1576151,0.9768148
0.8675672,1.0590304
0.81221396,1.0838476
1.1182315,1.1831443
1.1735159,0.92531544
1.2158581,0.9198175
0.7829296,1.109454
1.1638789,0.9022207
1.1985602,1.0407301
0.89999545,0.9367231
0.9530367,0.87314636
0.949079,0.8292597
0.9176356,1.243062
0.9829873,1.1381335
1.1131207,1.0022461
1.0017872,0.97655773
1.0785218,0.8559651
0.9294902,0.99263924
1.1204983,0.76060987
0.8866464,1.1745231
1.1179855,1.1507055
0.76200247,1.1640638
